Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2015-01-14,Sydney,21.1,34.2,0.0,6.2,12.7,WSW,54.0,WNW,WNW,6.0,28.0,55.0,32.0,999.1,997.2,1.0,2.0,28.6,33.4,No,No
2015-01-15,Sydney,22.0,29.0,0.0,11.0,11.7,W,35.0,WSW,ESE,11.0,24.0,45.0,57.0,1004.0,1004.2,2.0,1.0,26.1,24.8,No,No
2015-01-16,Sydney,21.2,27.6,0.0,8.2,12.9,ENE,33.0,WSW,E,6.0,22.0,67.0,63.0,1008.6,1005.8,3.0,2.0,24.7,26.6,No,No
2015-01-17,Sydney,20.7,35.7,0.0,3.2,13.4,WNW,39.0,W,E,7.0,24.0,35.0,23.0,1008.0,1005.2,0.0,1.0,27.0,33.5,No,No
2015-01-18,Sydney,20.7,29.1,0.0,10.2,11.8,ESE,39.0,SSW,ESE,13.0,20.0,73.0,43.0,1011.7,1010.0,5.0,6.0,24.5,28.6,No,No
2015-01-19,Sydney,20.9,22.7,0.0,10.4,0.1,SE,44.0,SSE,SE,28.0,24.0,66.0,61.0,1014.9,1015.2,8.0,8.0,21.7,21.7,No,Yes
2015-01-20,Sydney,18.1,24.8,6.2,3.4,7.3,ENE,48.0,ENE,NE,20.0,26.0,88.0,64.0,1014.3,1011.9,8.0,5.0,20.3,23.9,Yes,Yes
2015-01-21,Sydney,19.7,28.0,18.0,7.4,10.5,E,59.0,SSE,E,2.0,20.0,78.0,61.0,1011.0,1010.6,5.0,3.0,24.4,27.1,Yes,No
2015-01-22,Sydney,22.5,28.3,0.2,8.4,11.7,ENE,37.0,ESE,E,9.0,19.0,68.0,58.0,1014.5,1012.1,5.0,1.0,26.4,27.5,No,No
2015-01-23,Sydney,22.4,29.1,0.0,8.0,10.5,NNE,52.0,NE,NE,11.0,30.0,74.0,61.0,1010.1,1007.0,7.0,2.0,25.8,28.7,No,No
2015-01-24,Sydney,22.7,29.1,0.0,9.2,9.8,NE,43.0,E,NE,15.0,24.0,69.0,54.0,1008.1,1004.9,1.0,1.0,26.7,28.3,No,No
2015-01-25,Sydney,21.6,34.4,1.0,8.0,11.2,S,59.0,W,E,6.0,19.0,77.0,44.0,1003.1,1001.6,2.0,5.0,25.0,31.2,No,No
2015-01-26,Sydney,20.2,20.4,0.6,10.6,0.0,SSE,35.0,SSE,S,20.0,17.0,84.0,88.0,1013.2,1013.3,8.0,8.0,20.4,19.7,No,Yes
2015-01-27,Sydney,18.9,20.4,33.0,5.4,0.0,ESE,37.0,ESE,E,20.0,13.0,96.0,93.0,1013.3,1012.5,8.0,8.0,19.2,20.2,Yes,Yes
2015-01-28,Sydney,17.3,20.5,57.0,7.2,2.3,S,43.0,SSE,SSW,17.0,6.0,95.0,92.0,1013.3,1013.5,8.0,7.0,17.9,18.2,Yes,Yes
2015-01-29,Sydney,14.6,24.3,14.0,2.8,12.2,S,57.0,SSW,S,17.0,35.0,54.0,47.0,1012.9,1011.0,3.0,3.0,19.0,22.1,Yes,No
2015-01-30,Sydney,15.2,27.3,0.0,8.8,11.2,WSW,48.0,WSW,WSW,20.0,17.0,43.0,28.0,1009.4,1005.4,1.0,3.0,19.6,26.8,No,No
2015-01-31,Sydney,17.0,26.1,0.0,5.8,11.7,ESE,26.0,WNW,ESE,9.0,19.0,59.0,42.0,1008.1,1005.8,2.0,2.0,21.4,24.2,No,No
2015-02-01,Sydney,19.3,26.6,0.0,9.4,7.0,SE,37.0,SSW,ESE,9.0,19.0,75.0,55.0,1009.5,1009.3,7.0,6.0,22.0,24.2,No,Yes
2015-02-02,Sydney,18.0,25.0,3.4,6.6,8.7,SSE,61.0,SSW,S,19.0,35.0,81.0,59.0,1015.5,1015.9,7.0,2.0,19.6,23.4,Yes,No
2015-02-03,Sydney,18.5,26.5,1.0,8.6,9.8,SSE,43.0,SW,SE,17.0,24.0,72.0,45.0,1020.1,1017.5,5.0,2.0,20.1,25.7,No,Yes
2015-02-04,Sydney,17.3,25.6,1.2,6.4,6.6,SSE,43.0,W,SSE,15.0,30.0,70.0,58.0,1015.7,1015.7,7.0,6.0,20.1,22.9,Yes,Yes
2015-02-05,Sydney,18.6,24.3,7.4,7.2,0.5,ESE,46.0,ESE,ESE,20.0,13.0,59.0,54.0,1023.2,1024.1,7.0,7.0,21.9,22.5,Yes,No
2015-02-06,Sydney,17.6,25.6,0.2,4.2,7.8,ESE,31.0,W,ESE,9.0,15.0,80.0,53.0,1027.7,1026.2,7.0,7.0,20.5,23.6,No,No
2015-02-07,Sydney,18.8,26.5,0.0,5.4,6.9,ENE,35.0,WNW,ENE,9.0,22.0,77.0,50.0,1025.2,1021.8,8.0,4.0,20.3,26.0,No,No
2015-02-08,Sydney,18.9,32.1,0.0,5.6,12.2,E,26.0,W,E,9.0,22.0,71.0,58.0,1018.9,1017.0,0.0,1.0,23.3,28.3,No,No
2015-02-09,Sydney,22.7,25.9,0.0,8.0,1.2,S,46.0,S,SE,20.0,20.0,76.0,66.0,1023.8,1023.9,7.0,7.0,23.7,25.3,No,No
2015-02-10,Sydney,21.5,28.2,0.0,5.8,7.7,ENE,33.0,WNW,E,6.0,19.0,82.0,65.0,1024.6,1023.1,5.0,3.0,24.0,27.7,No,No
2015-02-11,Sydney,22.8,28.6,0.2,5.8,11.3,ENE,41.0,ENE,E,17.0,28.0,72.0,59.0,1023.6,1021.0,6.0,2.0,25.8,27.1,No,No
2015-02-12,Sydney,21.0,28.8,0.0,8.0,10.0,ESE,37.0,SE,ESE,4.0,26.0,62.0,61.0,1021.8,1021.0,1.0,5.0,26.1,27.6,No,Yes
2015-02-13,Sydney,20.4,28.1,6.8,7.8,4.6,ENE,31.0,WNW,ESE,7.0,19.0,94.0,61.0,1024.2,1023.3,7.0,5.0,22.1,25.1,Yes,Yes
2015-02-14,Sydney,20.4,27.2,4.4,5.0,6.7,ENE,39.0,W,NE,7.0,17.0,82.0,55.0,1023.1,1019.9,2.0,7.0,23.1,26.9,Yes,No
2015-02-15,Sydney,20.3,29.4,0.6,5.6,8.8,NE,37.0,N,ENE,4.0,20.0,85.0,59.0,1017.0,1014.8,7.0,3.0,22.4,26.4,No,No
2015-02-16,Sydney,22.1,28.0,0.0,8.0,11.1,NE,46.0,NE,NE,19.0,28.0,62.0,57.0,1016.9,1015.7,3.0,7.0,25.4,26.8,No,No
2015-02-17,Sydney,21.9,27.8,0.0,8.4,12.2,NE,48.0,NNE,ENE,19.0,31.0,59.0,56.0,1019.0,1017.6,3.0,2.0,25.7,26.1,No,No
2015-02-18,Sydney,22.2,27.6,0.0,10.4,12.2,E,41.0,NE,E,9.0,28.0,59.0,60.0,1019.9,1019.0,2.0,2.0,26.4,26.7,No,No
2015-02-19,Sydney,22.2,27.6,0.2,9.6,5.1,ENE,39.0,ENE,E,11.0,17.0,88.0,63.0,1021.8,1019.4,7.0,5.0,23.0,25.8,No,No
2015-02-20,Sydney,21.7,26.8,0.0,5.0,1.8,NE,43.0,W,E,6.0,9.0,82.0,67.0,1018.0,1016.2,7.0,7.0,23.8,25.6,No,No
2015-02-21,Sydney,20.5,25.6,1.0,2.8,0.0,ENE,37.0,SSE,ESE,6.0,15.0,88.0,74.0,1017.1,1016.0,8.0,8.0,22.9,24.5,No,Yes
2015-02-22,Sydney,20.7,27.4,1.2,3.4,10.7,E,31.0,ESE,E,4.0,20.0,82.0,62.0,1017.7,1016.9,3.0,6.0,23.8,26.8,Yes,No
2015-02-23,Sydney,22.4,27.6,0.0,6.6,5.5,ENE,31.0,NNE,E,15.0,17.0,76.0,63.0,1016.9,1014.6,5.0,4.0,24.1,26.9,No,No
2015-02-24,Sydney,22.2,25.6,0.2,5.2,6.2,SSE,61.0,NNW,S,4.0,33.0,89.0,66.0,1014.8,1015.1,7.0,6.0,23.3,24.8,No,No
2015-02-25,Sydney,20.1,23.8,0.0,6.6,9.1,SE,44.0,WSW,SSE,6.0,30.0,76.0,77.0,1015.6,1015.2,7.0,7.0,22.2,22.9,No,Yes
2015-02-26,Sydney,19.9,25.8,4.2,2.2,4.7,E,20.0,WNW,E,15.0,17.0,86.0,72.0,1010.9,1007.2,7.0,7.0,21.5,24.9,Yes,Yes
2015-02-27,Sydney,20.0,27.5,26.8,4.6,8.4,SE,28.0,S,ESE,11.0,17.0,97.0,60.0,1010.8,1009.5,6.0,2.0,21.1,26.4,Yes,No
2015-02-28,Sydney,20.1,27.0,0.2,5.6,6.0,NNE,43.0,ENE,NE,9.0,22.0,78.0,62.0,1010.8,1008.5,7.0,7.0,23.3,26.5,No,No
2015-03-01,Sydney,22.0,36.4,0.0,6.0,7.0,SSE,91.0,E,E,6.0,20.0,69.0,57.0,1005.9,1002.9,1.0,7.0,26.2,29.3,No,Yes
2015-03-02,Sydney,18.2,24.6,11.4,10.6,3.3,SSE,48.0,SSW,SE,20.0,15.0,70.0,57.0,1018.7,1017.3,6.0,7.0,20.1,23.7,Yes,No
2015-03-03,Sydney,16.8,27.7,0.2,5.0,8.0,ENE,33.0,WNW,E,9.0,28.0,60.0,54.0,1015.9,1013.1,1.0,2.0,22.5,25.8,No,No
2015-03-04,Sydney,21.5,27.9,0.0,6.6,7.4,SSW,26.0,S,E,7.0,13.0,79.0,63.0,1013.4,1010.2,5.0,3.0,23.7,26.9,No,No
2015-03-05,Sydney,20.4,28.6,0.0,4.8,9.8,SSE,59.0,SW,SSE,15.0,35.0,28.0,56.0,1005.9,1008.5,4.0,4.0,25.2,23.1,No,No
2015-03-06,Sydney,16.2,30.9,0.0,8.8,11.3,WSW,44.0,WNW,W,15.0,24.0,44.0,22.0,1007.6,1003.7,5.0,1.0,21.1,29.6,No,No
2015-03-07,Sydney,19.3,25.4,0.0,8.0,7.3,ENE,43.0,E,ENE,2.0,24.0,89.0,57.0,1012.8,1009.9,4.0,2.0,19.8,24.6,No,No
2015-03-08,Sydney,19.6,27.6,0.0,5.8,6.7,SSE,35.0,WNW,SSE,11.0,22.0,87.0,62.0,1011.1,1009.5,7.0,7.0,21.0,25.6,No,No
2015-03-09,Sydney,20.3,31.2,0.0,4.0,11.0,ENE,31.0,WNW,E,11.0,24.0,75.0,57.0,1011.9,1009.9,0.0,1.0,23.7,27.7,No,No
2015-03-10,Sydney,21.1,24.5,0.0,7.2,0.9,SSW,35.0,SSW,E,17.0,20.0,79.0,79.0,1017.7,1016.5,7.0,7.0,22.8,24.0,No,No
2015-03-11,Sydney,21.3,27.9,0.0,1.2,7.6,WNW,52.0,WNW,E,11.0,26.0,85.0,65.0,1016.9,1013.3,6.0,1.0,22.5,27.0,No,No
2015-03-13,Sydney,20.1,21.9,0.6,6.2,0.3,SSE,44.0,SSE,S,22.0,17.0,70.0,65.0,1019.9,1019.5,7.0,7.0,20.8,21.4,No,Yes
2015-03-14,Sydney,15.8,24.5,1.2,3.4,8.9,NE,31.0,WNW,E,9.0,19.0,73.0,49.0,1018.7,1014.6,1.0,2.0,20.1,23.7,Yes,No
2015-03-15,Sydney,17.7,24.9,0.0,5.6,5.1,SSE,70.0,SSW,S,26.0,33.0,75.0,51.0,1010.0,1012.5,6.0,6.0,21.8,23.0,No,Yes
2015-03-16,Sydney,16.3,23.6,8.8,7.4,6.1,SSE,37.0,WNW,E,13.0,13.0,77.0,45.0,1017.2,1015.7,7.0,5.0,17.9,23.4,Yes,No
2015-03-17,Sydney,15.3,24.4,0.0,4.8,3.9,N,31.0,WNW,NE,11.0,17.0,63.0,55.0,1015.9,1012.0,3.0,7.0,20.4,22.5,No,No
2015-03-18,Sydney,19.7,29.9,0.0,5.8,7.8,SSE,28.0,NNE,ESE,9.0,17.0,76.0,49.0,1007.2,1003.7,7.0,2.0,22.5,27.2,No,No
2015-03-19,Sydney,19.6,28.9,0.2,3.0,10.5,SSW,35.0,W,ESE,20.0,19.0,72.0,54.0,1011.5,1010.5,2.0,1.0,22.8,27.2,No,No
2015-03-20,Sydney,20.0,31.4,0.0,5.2,8.0,SSE,72.0,W,S,13.0,39.0,75.0,65.0,1010.5,1012.0,1.0,5.0,23.8,24.9,No,Yes
2015-03-21,Sydney,18.3,23.1,2.0,7.6,0.9,SSE,44.0,SE,SE,22.0,22.0,75.0,55.0,1024.7,1025.3,7.0,6.0,19.6,21.7,Yes,Yes
2015-03-22,Sydney,18.6,24.4,2.2,5.4,1.6,ESE,44.0,E,E,24.0,22.0,71.0,59.0,1024.4,1022.0,7.0,7.0,22.2,24.1,Yes,Yes
2015-03-23,Sydney,18.4,26.5,1.4,3.4,8.7,NNE,41.0,N,NE,9.0,22.0,81.0,64.0,1018.9,1013.6,1.0,6.0,22.8,26.4,Yes,No
2015-03-24,Sydney,20.6,27.6,0.2,6.8,2.2,SW,31.0,SW,SE,2.0,9.0,86.0,93.0,1012.1,1010.4,7.0,8.0,22.2,22.5,No,Yes
2015-03-25,Sydney,15.0,24.8,22.4,3.4,9.7,SSW,37.0,W,SSE,19.0,20.0,72.0,53.0,1017.2,1016.5,1.0,3.0,18.0,24.2,Yes,No
2015-03-26,Sydney,16.9,28.7,0.2,5.8,10.4,WSW,41.0,W,WNW,19.0,17.0,70.0,24.0,1017.8,1015.1,1.0,1.0,20.4,27.8,No,No
2015-03-27,Sydney,14.7,27.6,0.0,7.0,11.2,WSW,52.0,W,W,15.0,22.0,34.0,20.0,1020.5,1017.1,1.0,0.0,17.2,26.4,No,No
2015-03-28,Sydney,14.7,24.5,0.0,7.0,10.9,W,37.0,W,ESE,24.0,20.0,39.0,45.0,1023.4,1021.9,1.0,2.0,18.5,22.2,No,No
2015-03-29,Sydney,15.2,24.7,0.0,5.0,6.4,ENE,31.0,WNW,ENE,11.0,20.0,78.0,59.0,1023.4,1021.1,7.0,6.0,17.3,23.2,No,No
2015-03-30,Sydney,17.3,23.9,0.0,4.8,2.7,NW,28.0,W,ENE,19.0,19.0,84.0,64.0,1024.3,1022.9,8.0,5.0,19.1,23.1,No,Yes
2015-03-31,Sydney,17.3,24.1,14.2,3.0,3.8,ESE,31.0,W,E,6.0,13.0,93.0,58.0,1026.2,1024.8,7.0,6.0,19.7,22.7,Yes,Yes
2015-04-01,Sydney,17.8,25.3,6.0,4.2,9.9,NNE,39.0,W,ENE,13.0,17.0,95.0,72.0,1025.0,1021.0,1.0,5.0,18.8,23.6,Yes,No
2015-04-02,Sydney,18.5,27.9,0.0,4.2,3.9,S,48.0,N,E,7.0,11.0,86.0,57.0,1018.9,1016.3,7.0,7.0,20.3,27.1,No,No
2015-04-03,Sydney,17.9,19.0,0.6,6.4,0.0,S,48.0,SSE,SSW,13.0,13.0,91.0,89.0,1023.9,1022.9,8.0,8.0,18.1,18.5,No,Yes
2015-04-04,Sydney,17.7,20.1,24.0,5.4,0.0,ESE,52.0,ESE,SE,33.0,26.0,95.0,93.0,1020.3,1017.4,8.0,8.0,18.0,17.4,Yes,Yes
2015-04-05,Sydney,15.5,25.9,21.4,2.2,9.7,W,31.0,W,ESE,13.0,19.0,76.0,54.0,1010.5,1005.7,4.0,4.0,19.9,25.6,Yes,No
2015-04-06,Sydney,15.8,24.9,0.0,4.0,5.1,N,35.0,WNW,NW,7.0,15.0,81.0,62.0,1008.0,1006.6,1.0,8.0,19.9,20.2,No,No
2015-04-07,Sydney,15.1,23.0,0.4,3.2,9.8,NW,70.0,WNW,WNW,15.0,22.0,67.0,42.0,1007.9,1007.2,6.0,2.0,20.0,21.2,No,Yes
2015-04-08,Sydney,14.2,22.3,5.8,5.6,4.6,WSW,63.0,WSW,WSW,30.0,30.0,43.0,39.0,1010.7,1013.1,3.0,6.0,18.3,21.0,Yes,No
2015-04-09,Sydney,15.3,22.2,0.2,6.6,6.1,S,54.0,WSW,S,13.0,31.0,49.0,42.0,1020.6,1020.2,3.0,3.0,18.6,21.2,No,No
2015-04-10,Sydney,14.7,22.4,0.4,5.2,6.0,S,35.0,SSW,S,13.0,20.0,82.0,58.0,1024.8,1022.8,7.0,3.0,16.8,21.7,No,Yes
2015-04-11,Sydney,15.6,22.7,7.8,1.8,4.6,W,22.0,W,E,13.0,13.0,94.0,69.0,1023.3,1019.6,7.0,5.0,17.5,20.4,Yes,No
2015-04-12,Sydney,14.8,23.5,0.2,2.0,8.8,SSW,44.0,WNW,SSE,17.0,28.0,80.0,63.0,1018.7,1018.0,5.0,7.0,18.7,21.4,No,No
2015-04-13,Sydney,14.8,22.2,0.0,4.0,10.2,SSE,35.0,SW,SSE,13.0,19.0,65.0,50.0,1023.7,1021.3,3.0,3.0,19.1,22.2,No,No
2015-04-14,Sydney,14.5,22.4,0.0,4.2,8.5,ENE,24.0,WNW,ENE,13.0,17.0,63.0,54.0,1023.9,1021.4,5.0,3.0,18.2,20.8,No,No
2015-04-15,Sydney,15.0,24.2,0.0,5.0,8.7,W,46.0,W,ENE,15.0,19.0,72.0,66.0,1025.1,1021.6,7.0,2.0,18.6,23.2,No,No
2015-04-16,Sydney,17.7,31.7,0.6,3.2,10.4,SSE,41.0,WNW,ENE,4.0,15.0,67.0,44.0,1022.4,1019.3,6.0,7.0,21.6,29.2,No,Yes
2015-04-17,Sydney,19.9,23.7,1.6,4.0,0.0,SSE,20.0,E,E,17.0,13.0,86.0,89.0,1024.6,1021.3,7.0,8.0,21.0,21.0,Yes,No
2015-04-18,Sydney,19.7,28.6,0.4,2.0,5.0,NW,54.0,N,N,19.0,26.0,71.0,51.0,1017.8,1013.9,7.0,8.0,23.7,26.1,No,Yes
2015-04-19,Sydney,18.0,22.5,2.4,6.6,6.6,S,61.0,WSW,SSE,22.0,35.0,50.0,69.0,1018.5,1019.6,6.0,7.0,19.4,20.0,Yes,Yes
2015-04-20,Sydney,13.6,17.2,13.2,3.2,0.0,SSE,83.0,S,SSE,24.0,46.0,96.0,94.0,1023.6,1020.7,8.0,8.0,15.0,17.1,Yes,Yes
2015-04-24,Sydney,15.0,25.1,0.0,2.2,8.5,W,19.0,WNW,E,11.0,13.0,89.0,59.0,1008.0,1004.4,4.0,4.0,17.3,23.9,No,No
2015-04-25,Sydney,14.4,25.9,0.2,4.4,8.1,SSE,57.0,W,ENE,17.0,19.0,78.0,49.0,1008.8,1004.7,3.0,3.0,17.2,22.5,No,Yes
2015-04-26,Sydney,12.7,17.1,13.0,4.0,1.3,SW,48.0,W,SW,19.0,19.0,81.0,81.0,1008.0,1010.4,6.0,6.0,13.8,16.2,Yes,Yes
2015-04-27,Sydney,12.5,20.9,4.0,0.4,10.5,S,35.0,W,SSE,19.0,17.0,59.0,41.0,1018.9,1019.0,1.0,1.0,15.3,20.7,Yes,No
2015-04-28,Sydney,10.3,20.9,0.2,5.6,10.4,SSE,39.0,WNW,S,20.0,22.0,63.0,50.0,1026.1,1024.5,1.0,1.0,14.0,20.1,No,No
2015-04-29,Sydney,10.6,18.9,0.0,4.0,0.9,SSE,37.0,WNW,SE,20.0,17.0,81.0,77.0,1030.6,1028.9,6.0,7.0,14.0,17.5,No,Yes
2015-04-30,Sydney,14.0,20.9,10.2,3.8,3.0,SSE,33.0,SSE,SE,17.0,17.0,92.0,65.0,1031.3,1028.4,8.0,6.0,16.0,20.4,Yes,Yes
2015-05-01,Sydney,14.1,21.7,28.4,2.2,1.0,E,41.0,SSW,ESE,17.0,15.0,98.0,83.0,1028.2,1024.5,8.0,7.0,16.7,19.8,Yes,Yes
2015-05-02,Sydney,16.6,23.0,8.6,2.6,2.3,ESE,52.0,ESE,NE,20.0,17.0,79.0,95.0,1020.6,1016.5,7.0,7.0,21.7,19.0,Yes,Yes
2015-05-03,Sydney,18.9,20.9,31.6,1.2,0.4,SSW,50.0,SSW,S,15.0,22.0,98.0,86.0,1014.8,1012.8,8.0,6.0,19.0,20.8,Yes,No
2015-05-04,Sydney,17.3,21.8,0.4,1.8,0.3,S,28.0,W,SSE,17.0,7.0,83.0,66.0,1016.0,1013.2,7.0,6.0,18.3,21.6,No,No
2015-05-05,Sydney,14.7,27.5,0.0,1.6,9.8,W,41.0,NNW,NNW,20.0,26.0,84.0,33.0,1008.3,1003.9,4.0,1.0,19.0,27.0,No,No
2015-05-06,Sydney,13.4,21.0,0.2,6.4,10.0,W,46.0,W,WSW,28.0,26.0,41.0,29.0,1014.0,1012.5,0.0,0.0,15.3,20.4,No,No
2015-05-07,Sydney,11.5,20.3,0.0,6.6,10.3,W,56.0,W,WSW,19.0,30.0,51.0,31.0,1018.2,1015.4,1.0,1.0,15.1,19.8,No,No
2015-05-08,Sydney,11.1,21.0,0.0,5.2,10.3,W,35.0,W,WNW,22.0,11.0,51.0,31.0,1019.4,1016.1,1.0,0.0,13.8,20.5,No,No
2015-05-09,Sydney,11.4,21.0,0.0,2.8,10.3,WNW,35.0,W,NW,19.0,19.0,52.0,36.0,1017.1,1013.9,1.0,1.0,14.5,20.7,No,No
2015-05-10,Sydney,11.3,21.2,0.0,4.8,7.8,NW,52.0,N,WNW,20.0,26.0,49.0,33.0,1011.3,1006.0,1.0,5.0,15.4,20.8,No,No
2015-05-11,Sydney,15.4,21.9,0.0,5.0,10.2,WNW,70.0,WNW,WSW,17.0,39.0,48.0,35.0,1010.2,1009.6,1.0,1.0,16.8,21.1,No,No
2015-05-12,Sydney,12.2,22.5,0.0,6.6,10.3,W,52.0,NW,W,11.0,30.0,56.0,34.0,1014.3,1010.2,0.0,1.0,16.2,21.9,No,No
2015-05-13,Sydney,13.2,17.3,0.0,4.6,7.7,W,59.0,W,SW,33.0,13.0,42.0,32.0,1015.3,1016.3,1.0,6.0,13.9,16.4,No,Yes
2015-05-14,Sydney,7.9,19.3,2.2,4.0,10.1,W,46.0,W,W,28.0,20.0,49.0,34.0,1024.7,1024.2,1.0,2.0,11.3,18.4,Yes,No
2015-05-15,Sydney,10.2,20.0,0.2,4.4,7.8,S,48.0,W,SSW,22.0,24.0,59.0,61.0,1031.4,1031.1,1.0,5.0,14.2,17.8,No,No
2015-05-16,Sydney,13.0,20.8,0.8,2.8,9.3,S,41.0,SW,S,19.0,20.0,87.0,50.0,1035.4,1033.7,3.0,3.0,15.1,19.6,No,No
2015-05-17,Sydney,11.1,20.5,0.6,3.0,3.0,W,24.0,W,ESE,17.0,17.0,89.0,66.0,1035.5,1032.2,3.0,6.0,13.0,18.4,No,No
2015-05-18,Sydney,11.5,19.3,0.0,2.0,0.5,W,20.0,W,SE,15.0,2.0,91.0,84.0,1031.8,1027.3,7.0,8.0,13.8,18.2,No,No
2015-05-19,Sydney,13.8,21.5,0.2,0.4,1.8,NNW,28.0,NNE,NE,2.0,7.0,84.0,66.0,1020.6,1015.5,8.0,6.0,16.9,20.9,No,No
2015-05-20,Sydney,16.2,25.4,0.4,1.4,5.8,NW,31.0,NW,ENE,17.0,19.0,79.0,58.0,1015.9,1013.4,7.0,7.0,17.4,21.6,No,No
2015-05-21,Sydney,14.5,21.8,0.2,4.0,5.8,S,41.0,W,S,20.0,19.0,67.0,58.0,1018.6,1016.9,1.0,5.0,16.5,19.2,No,Yes
2015-05-22,Sydney,13.0,17.7,11.2,3.4,1.4,S,72.0,S,S,31.0,30.0,94.0,56.0,1016.9,1020.4,8.0,6.0,15.2,16.9,Yes,Yes
2015-05-23,Sydney,10.2,19.0,24.4,5.6,8.6,SSW,44.0,W,S,26.0,22.0,69.0,50.0,1029.1,1028.1,3.0,3.0,11.8,17.9,Yes,No
2015-05-24,Sydney,8.3,20.3,0.2,2.8,8.1,W,35.0,W,ESE,19.0,6.0,87.0,44.0,1032.3,1030.7,3.0,2.0,10.1,18.9,No,No
2015-05-25,Sydney,9.4,19.5,0.0,2.6,6.0,W,26.0,WNW,NNW,11.0,7.0,84.0,52.0,1032.2,1028.5,7.0,7.0,11.4,18.2,No,No
2015-05-26,Sydney,8.5,19.0,0.0,2.0,5.9,WNW,30.0,W,SSE,24.0,9.0,77.0,55.0,1030.0,1026.6,3.0,7.0,10.4,17.9,No,No
2015-05-27,Sydney,10.4,21.6,0.0,3.2,8.3,W,26.0,W,WNW,15.0,9.0,69.0,40.0,1025.4,1021.6,6.0,6.0,13.1,20.5,No,No
2015-05-28,Sydney,11.7,21.0,0.0,1.4,7.6,NNW,24.0,WNW,ENE,11.0,4.0,82.0,60.0,1023.6,1020.2,1.0,5.0,13.6,20.3,No,No
2015-05-29,Sydney,13.6,19.2,0.0,2.0,0.6,NW,26.0,W,WNW,9.0,7.0,79.0,65.0,1020.6,1020.1,8.0,6.0,17.3,18.7,No,No
2015-05-30,Sydney,11.1,18.3,0.2,2.4,1.1,W,28.0,WNW,WNW,11.0,9.0,84.0,52.0,1022.0,1017.8,7.0,7.0,13.1,17.0,No,No
2015-05-31,Sydney,11.5,15.0,0.0,3.4,0.0,W,30.0,WNW,NW,11.0,13.0,78.0,59.0,1016.5,1012.3,8.0,7.0,12.1,14.5,No,No
2015-06-01,Sydney,10.1,15.9,0.0,0.4,8.6,WSW,63.0,WSW,SW,28.0,26.0,47.0,25.0,1014.7,1016.7,5.0,2.0,13.4,14.8,No,No
2015-06-02,Sydney,6.1,16.6,0.2,4.6,9.1,WSW,50.0,WSW,S,31.0,20.0,47.0,41.0,1023.8,1022.4,1.0,1.0,9.5,15.6,No,No
2015-06-03,Sydney,6.1,18.4,0.0,3.2,8.8,W,35.0,W,SSW,22.0,11.0,64.0,56.0,1023.2,1020.7,1.0,6.0,8.8,15.6,No,No
2015-06-04,Sydney,7.4,19.0,0.0,1.2,9.0,W,33.0,WNW,ENE,17.0,9.0,82.0,53.0,1022.0,1017.8,3.0,2.0,8.9,17.5,No,No
2015-06-05,Sydney,8.9,17.7,0.0,4.0,6.9,W,33.0,WSW,SSW,19.0,7.0,69.0,42.0,1019.3,1019.3,7.0,1.0,10.2,16.8,No,No
2015-06-06,Sydney,10.1,21.0,1.0,1.8,6.1,W,28.0,W,W,20.0,4.0,66.0,45.0,1028.3,1027.0,2.0,1.0,11.9,20.6,No,No
2015-06-07,Sydney,9.3,22.6,0.0,2.2,9.5,NW,24.0,W,N,17.0,15.0,89.0,43.0,1029.0,1024.1,1.0,5.0,10.8,21.3,No,No
2015-06-08,Sydney,10.8,22.9,0.0,2.8,8.1,WNW,52.0,WNW,WNW,15.0,19.0,67.0,36.0,1024.5,1019.5,5.0,1.0,14.8,22.5,No,No
2015-06-09,Sydney,13.6,22.6,0.0,4.0,6.5,NNW,30.0,WNW,WSW,13.0,19.0,57.0,29.0,1020.7,1019.5,6.0,5.0,17.1,21.9,No,Yes
2015-06-10,Sydney,12.8,14.6,2.0,3.0,0.0,SSE,31.0,W,SSW,11.0,9.0,94.0,92.0,1031.1,1031.2,7.0,7.0,12.9,14.2,Yes,Yes
2015-06-11,Sydney,11.7,16.1,6.6,0.6,0.2,W,24.0,W,N,9.0,4.0,83.0,69.0,1036.8,1034.4,7.0,7.0,13.3,15.9,Yes,No
2015-06-12,Sydney,12.6,19.4,0.4,1.4,0.7,W,24.0,W,NNW,13.0,4.0,88.0,57.0,1034.6,1031.5,7.0,6.0,13.5,19.2,No,No
2015-06-13,Sydney,13.1,19.7,0.0,2.4,4.5,NNW,33.0,W,NNW,17.0,11.0,85.0,46.0,1031.3,1027.1,7.0,7.0,13.8,19.0,No,No
2015-06-14,Sydney,9.5,19.9,0.0,2.0,8.3,WSW,24.0,W,E,19.0,6.0,88.0,52.0,1028.5,1025.7,4.0,3.0,11.2,18.6,No,No
2015-06-15,Sydney,10.9,16.9,0.2,4.0,0.6,NE,39.0,WNW,W,13.0,9.0,85.0,79.0,1027.8,1025.2,7.0,7.0,12.9,16.4,No,Yes
